subj,task,nombre del grupo,cuantas tarjetas,mas,menos,mejor ej,peor ej
gc_17,2,jimi,,,,,
gc_17,2,jimi,,,,,
gc_17,2,nai,,,,,
gc_17,2,nai,,,,,
gc_17,2,carri,,,,,
gc_17,2,carri,,,,,
gc_17,2,pei,,,,,
gc_17,2,pei,,,,,
gc_17,2,xo,,,,,
gc_17,2,xo,,,,,
gc_17,2,mai,,,,,
gc_17,2,mai,,,,,
gc_17,2,xexe,,,,,
gc_17,2,xexe,,,,,
gc_17,2,ami,,,,,
gc_17,2,ami,,,,,
gc_18,1,yankon,20,,,,
gc_18,1,yankon,20,,,,
gc_18,1,nai,10,,,,
gc_18,1,nai,10,,,,
gc_18,1,panshin,11,,,,
gc_18,1,panshin,11,,,,
gc_18,1,mai,9,,,,
gc_18,1,mai,9,,,,
gc_18,1,pasna,7,,,,
gc_18,1,pasna,7,,,,
gc_18,1,joxo,11,,,,
gc_18,1,joxo,11,,,,
gc_18,1,joshin,16,,,,
gc_18,1,joshin,16,,,,
gc_18,2,yankon,,,,,
gc_18,2,yankon,,,,,
gc_18,2,paxna,,,,,
gc_18,2,paxna,,,,,
gc_18,2,joshin,,,,,
gc_18,2,joshin,,,,,
gc_18,2,manshan,,,,,
gc_18,2,manshan,,,,,
gc_18,2,josho,,,,,
gc_18,2,josho,,,,,
gc_18,2,yame,,,,,
gc_18,2,yame,,,,,
gc_18,2,wiso,,,,,
gc_18,2,wiso,,,,,
gc_18,2,barrin poi,,,,,
gc_18,2,barrin poi,,,,,
gc_18,2,panshin,,,,,
gc_18,2,panshin,,,,,
gc_18,2,chexe,,,,,
gc_18,2,chexe,,,,,
gc_18,2,pene,,,,,
gc_18,2,pene,,,,,
gc_18,2,jimi,,,,,
gc_18,2,jimi,,,,,
gc_18,2,nai,,,,,
gc_18,2,nai,,,,,
gc_18,2,carri,,,,,
gc_18,2,carri,,,,,
gc_18,2,pei,,,,,
gc_18,2,pei,,,,,
gc_18,2,xo,,,,,
gc_18,2,xo,,,,,
gc_18,2,mai,,,,,
gc_18,2,mai,,,,,
gc_18,2,xexe,,,,,
gc_18,2,xexe,,,,,
gc_18,2,ami,,,,,
gc_18,2,ami,,,,,
gc_19,1,joxo,11,,,,
gc_19,1,joxo,11,,,,
gc_19,1,mai,9,,,,
gc_19,1,mai,9,,,,
gc_19,1,ami,7,,,,
gc_19,1,ami,7,,,,
gc_19,1,joshin,7,,,,
gc_19,1,joshin,7,,,,
gc_19,1,panshin,11,,,,
gc_19,1,panshin,11,,,,
gc_19,1,nai,10,,,,
gc_19,1,nai,10,,,,
gc_19,1,yankon,20,,,,
gc_19,1,yankon,20,,,,
gc_19,2,yankon,,,,,
gc_19,2,yankon,,,,,
gc_19,2,paxna,,,,,
gc_19,2,paxna,,,,,
gc_19,2,joshin,,,,,
gc_19,2,joshin,,,,,
gc_19,2,manshan,,,,,
gc_19,2,manshan,,,,,
gc_19,2,josho,,,,,
gc_19,2,josho,,,,,
gc_19,2,yame,,,,,
gc_19,2,yame,,,,,
gc_19,2,wiso,,,,,
gc_19,2,wiso,,,,,
gc_19,2,barrin poi,,,,,
gc_19,2,barrin poi,,,,,
gc_19,2,panshin,,,,,
gc_19,2,panshin,,,,,
gc_19,2,chexe,,,,,
gc_19,2,chexe,,,,,
gc_19,2,pene,,,,,
gc_19,2,pene,,,,,
gc_19,2,jimi,,,,,
gc_19,2,jimi,,,,,
gc_19,2,nai,,,,,
gc_19,2,nai,,,,,
gc_19,2,carri,,,,,
gc_19,2,carri,,,,,
gc_19,2,pei,,,,,
gc_19,2,pei,,,,,
gc_19,2,xo,,,,,
gc_19,2,xo,,,,,
gc_19,2,mai,,,,,
gc_19,2,mai,,,,,
gc_19,2,xexe,,,,,
gc_19,2,xexe,,,,,
gc_19,2,ami,,,,,
gc_19,2,ami,,,,,
gc_20,1,narranxa,10,,,,
gc_20,1,narranxa,10,,,,
gc_20,1,joxo,13,,,,
gc_20,1,joxo,13,,,,
gc_20,1,joshin,14,,,,
gc_20,1,joshin,14,,,,
gc_20,1,yankon,24,,,,
gc_20,1,yankon,24,,,,
gc_20,1,panshin,14,,,,
gc_20,1,panshin,14,,,,
gc_20,2,yankon,,,,,
gc_20,2,yankon,,,,,
gc_20,2,paxna,,,,,
gc_20,2,paxna,,,,,
gc_20,2,joshin,,,,,
gc_20,2,joshin,,,,,
gc_20,2,manshan,,,,,
gc_20,2,manshan,,,,,
gc_20,2,josho,,,,,
gc_20,2,josho,,,,,
gc_20,2,yame,,,,,
gc_20,2,yame,,,,,
gc_20,2,wiso,,,,,
gc_20,2,wiso,,,,,
gc_20,2,barrin poi,,,,,
gc_20,2,barrin poi,,,,,
gc_20,2,panshin,,,,,
gc_20,2,panshin,,,,,
gc_20,2,chexe,,,,,
gc_20,2,chexe,,,,,
gc_20,2,pene,,,,,
gc_20,2,pene,,,,,
gc_20,2,jimi,,,,,
gc_20,2,jimi,,,,,
gc_20,2,nai,,,,,
gc_20,2,nai,,,,,
gc_20,2,carri,,,,,
gc_20,2,carri,,,,,
gc_20,2,pei,,,,,
gc_20,2,pei,,,,,
gc_20,2,xo,,,,,
gc_20,2,xo,,,,,
gc_20,2,mai,,,,,
gc_20,2,mai,,,,,
gc_20,2,xexe,,,,,
gc_20,2,xexe,,,,,
gc_20,2,ami,,,,,
gc_20,2,ami,,,,,
gc_21,1,joshin,7,,,,
gc_21,1,joshin,7,,,,
gc_21,1,panshin,10,,,,
gc_21,1,panshin,10,,,,
gc_21,1,joxo,12,,,,
gc_21,1,joxo,12,,,,
gc_21,1,pasna,11,,,,
gc_21,1,pasna,11,,,,
gc_21,1,manxan,11,,,,
gc_21,1,manxan,11,,,,
gc_21,1,yankon,24,,,,
gc_21,1,yankon,24,,,,
gc_21,2,yankon,,,,,
gc_21,2,yankon,,,,,
gc_21,2,paxna,,,,,
gc_21,2,paxna,,,,,
gc_21,2,joshin,,,,,
gc_21,2,joshin,,,,,
gc_21,2,manshan,,,,,
gc_21,2,manshan,,,,,
gc_21,2,josho,,,,,
gc_21,2,josho,,,,,
gc_21,2,yame,,,,,
gc_21,2,yame,,,,,
gc_21,2,wiso,,,,,
gc_21,2,wiso,,,,,
gc_21,2,barrin poi,,,,,
gc_21,2,barrin poi,,,,,
gc_21,2,panshin,,,,,
gc_21,2,panshin,,,,,
gc_21,2,chexe,,,,,
gc_21,2,chexe,,,,,
gc_21,2,pene,,,,,
gc_21,2,pene,,,,,
gc_21,2,jimi,,,,,
gc_21,2,jimi,,,,,
gc_21,2,nai,,,,,
gc_21,2,nai,,,,,
gc_21,2,carri,,,,,
gc_21,2,carri,,,,,
gc_21,2,pei,,,,,
gc_21,2,pei,,,,,
gc_21,2,xo,,,,,
gc_21,2,xo,,,,,
gc_21,2,mai,,,,,
gc_21,2,mai,,,,,
gc_21,2,xexe,,,,,
gc_21,2,xexe,,,,,
gc_21,2,ami,,,,,
gc_21,2,ami,,,,,
gc_22,1,yankon,27,,,,
gc_22,1,yankon,27,,,,
gc_22,1,panshin,10,,,,
gc_22,1,panshin,10,,,,
gc_22,1,narranxa,8,,,,
gc_22,1,narranxa,8,,,,
gc_22,1,joshin,19,,,,
gc_22,1,joshin,19,,,,
gc_22,1,joxo,11,,,,
gc_22,1,joxo,11,,,,
gc_22,2,yankon,,,,,
gc_22,2,yankon,,,,,
gc_22,2,paxna,,,,,
gc_22,2,paxna,,,,,
gc_22,2,joshin,,,,,
gc_22,2,joshin,,,,,
gc_22,2,manshan,,,,,
gc_22,2,manshan,,,,,
gc_22,2,josho,,,,,
gc_22,2,josho,,,,,
gc_22,2,yame,,,,,
gc_22,2,yame,,,,,
gc_22,2,wiso,,,,,
gc_22,2,wiso,,,,,
gc_22,2,barrin poi,,,,,
gc_22,2,barrin poi,,,,,
gc_22,2,panshin,,,,,
gc_22,2,panshin,,,,,
gc_22,2,chexe,,,,,
gc_22,2,chexe,,,,,
gc_22,2,pene,,,,,
gc_22,2,pene,,,,,
gc_22,2,jimi,,,,,
gc_22,2,jimi,,,,,
gc_22,2,nai,,,,,
gc_22,2,nai,,,,,
gc_22,2,carri,,,,,
gc_22,2,carri,,,,,
gc_22,2,pei,,,,,
gc_22,2,pei,,,,,
gc_22,2,xo,,,,,
gc_22,2,xo,,,,,
gc_22,2,mai,,,,,
gc_22,2,mai,,,,,
gc_22,2,xexe,,,,,
gc_22,2,xexe,,,,,
gc_22,2,ami,,,,,
gc_22,2,ami,,,,,
gc_23,1,yame wiso,7,,,,
gc_23,1,yame wiso,7,,,,
gc_23,1,joxo,12,,,,
gc_23,1,joxo,12,,,,
gc_23,1,manxan yankon,9,,,,
gc_23,1,manxan yankon,9,,,,
gc_23,1,yankon,18,,,,
gc_23,1,yankon,18,,,,
gc_23,1,joshin,13,,,,
gc_23,1,joshin,13,,,,
gc_23,1,panshin,15,,,,
gc_23,1,panshin,15,,,,
gc_23,2,yankon,,,,,
gc_23,2,yankon,,,,,
gc_23,2,paxna,,,,,
gc_23,2,paxna,,,,,
gc_23,2,joshin,,,,,
gc_23,2,joshin,,,,,
gc_23,2,manshan,,,,,
gc_23,2,manshan,,,,,
gc_23,2,josho,,,,,
gc_23,2,josho,,,,,
gc_23,2,yame,,,,,
gc_23,2,yame,,,,,
gc_23,2,wiso,,,,,
gc_23,2,wiso,,,,,
gc_23,2,barrin poi,,,,,
gc_23,2,barrin poi,,,,,
gc_23,2,panshin,,,,,
gc_23,2,panshin,,,,,
gc_23,2,chexe,,,,,
gc_23,2,chexe,,,,,
gc_23,2,pene,,,,,
gc_23,2,pene,,,,,
gc_23,2,jimi,,,,,
gc_23,2,jimi,,,,,
gc_23,2,nai,,,,,
gc_23,2,nai,,,,,
gc_23,2,carri,,,,,
gc_23,2,carri,,,,,
gc_23,2,pei,,,,,
gc_23,2,pei,,,,,
gc_23,2,xo,,,,,
gc_23,2,xo,,,,,
gc_23,2,mai,,,,,
gc_23,2,mai,,,,,
gc_23,2,xexe,,,,,
gc_23,2,xexe,,,,,
gc_23,2,ami,,,,,
gc_23,2,ami,,,,,
